Date,Forcast,Actuals
2020-07-23,90.9520131281497,91.98851013183592
2020-07-24,90.63654310993297,89.58672332763672
2020-07-29,92.01909505408548,88.14565277099608
2020-07-30,86.98317118489285,86.46440124511719
2020-07-31,85.41832898336179,87.42511749267577
2020-08-03,86.80245120973632,85.5036849975586
2020-08-04,86.64828211646818,85.98403930664062
2020-08-05,86.77447396151183,90.54743957519531
2020-08-06,86.93189235567115,89.34654235839844
2020-08-07,87.68524404654454,90.30725860595703
2020-08-10,88.90235668449532,90.54743957519531
2020-08-11,87.59962368880952,91.50815582275389
2020-08-13,89.80737013409089,92.48423767089842
2020-08-14,90.80104216567997,89.8000030517578
2020-08-17,91.10634212795776,89.8000030517578
2020-08-18,90.75075475700578,91.02011108398438
2020-08-19,92.27156829183514,89.8000030517578
2020-08-20,87.6923630857018,87.84782409667969
2020-08-21,86.24384649570129,86.62771606445311
2020-08-24,87.65192591988671,88.3358688354492
2020-08-25,87.84709504999046,89.06793975830078
2020-08-26,87.97599251368956,89.06793975830078
2020-08-27,87.92109340040406,89.06793975830078
2020-08-28,88.87579301008373,87.35978698730469
2020-08-29,87.65443325443266,
2020-08-30,86.11401837593985,
2020-08-31,87.60500294481244,
2020-09-01,87.82799581286235,
2020-09-02,87.99932607599476,
2020-09-03,87.92494394988535,
2020-09-04,88.93192660185741,
